"RK",TIERS,"PLAYER NAME",TEAM,"POS","BEST","WORST","AVG.","STD.DEV","ECR VS. ADP"
"169",11,"Hunter Henry",NE,"TE22","142","236","175.4","22.8","-"
"170",11,"K.J. Osborn",MIN,"WR65","130","213","175.8","23.5","-"
"171",11,"Curtis Samuel",WAS,"WR66","148","203","176.1","19.6","-"
"172",11,"Hayden Hurst",FA,"TE23","165","232","177.5","16.4","-"
"173",11,"New England Patriots",NE,"DST6","159","225","179.5","14.6","-"
"174",11,"D'Ernest Johnson",FA,"RB57","147","259","180.1","33.0","-"
"175",11,"Baltimore Ravens",BAL,"DST7","170","213","180.9","15.5","-"
"176",11,"Kenny Pickett",PIT,"QB22","168","202","181.8","10.6","-"
"177",11,"Tyler Bass",BUF,"K2","181","191","182.2","2.5","-"
"178",11,"Chase Edmonds",FA,"RB58","154","245","185.2","30.6","-"
"179",11,"Allen Robinson II",LAR,"WR67","151","222","188.1","15.6","-"
"180",11,"Daniel Carlson",LV,"K3","181","215","188.9","9.6","-"
"181",11,"New York Jets",NYJ,"DST8","156","318","189.1","49.6","-"
"182",11,"Isaiah Spiller",LAC,"RB59","174","274","192.2","29.4","-"
"183",11,"Tampa Bay Buccaneers",TB,"DST9","156","243","195.3","21.5","-"
"184",11,"Isaiah Hodgins",NYG,"WR68","130","226","195.4","24.5","-"
"185",11,"Harrison Butker",KC,"K4","184","218","195.7","9.7","-"
"186",11,"Joshua Kelley",LAC,"RB60","138","259","196.4","32.0","-"
"187",11,"Pierre Strong Jr.",NE,"RB61","158","264","196.9","30.5","-"
"188",11,"Daniel Bellinger",NYG,"TE24","182","244","198.3","21.1","-"
"189",11,"Zonovan Knight",NYJ,"RB62","147","238","198.6","27.2","-"
"190",12,"Evan McPherson",CIN,"K5","184","215","199.8","8.4","-"
"191",12,"Rashid Shaheed",NO,"WR69","152","225","199.8","16.5","-"
"192",12,"Russell Gage",TB,"WR70","186","226","200.2","12.7","-"
"193",12,"Quentin Johnston",FA,"WR71","105","244","156.6","53.7","-"
"194",12,"Mecole Hardman",FA,"WR72","194","240","206.1","11.7","-"
"195",12,"Darius Slayton",FA,"WR73","185","243","206.4","19.2","-"
"196",12,"Juwan Johnson",NO,"TE25","142","260","207.6","36.5","-"
"197",12,"Tyquan Thornton",NE,"WR74","151","240","207.6","18.8","-"
"198",12,"Mac Jones",NE,"QB23","193","316","207.8","31.4","-"
"199",12,"Parris Campbell",FA,"WR75","187","242","207.9","17.7","-"
"200",12,"Jaxon Smith-Njigba",FA,"WR76","105","247","164.8","57.6","-"
"201",12,"Robert Woods",HOU,"WR77","186","262","208.4","25.1","-"
"202",12,"Zach Charbonnet",FA,"RB63","35","264","165.3","80.8","-"
"203",12,"New Orleans Saints",NO,"DST10","170","230","209.2","16.7","-"
"204",12,"James Robinson",FA,"RB64","183","256","209.6","25.5","-"
"205",12,"Cincinnati Bengals",CIN,"DST11","200","248","210.9","18.1","-"
"206",12,"David Bell",CLE,"WR78","186","261","211.9","18.6","-"
"207",12,"Los Angeles Rams",LAR,"DST12","169","234","212.4","17.5","-"
"208",12,"Jordan Addison",FA,"WR79","105","262","170.5","63.6","-"
"209",12,"DeVante Parker",NE,"WR80","196","263","212.9","18.3","-"
"210",12,"Kansas City Chiefs",KC,"DST13","200","234","214.7","11.6","-"
"211",12,"Terrace Marshall Jr.",CAR,"WR81","210","231","216.0","5.4","-"
"212",12,"Marquez Valdes-Scantling",KC,"WR82","195","245","216.9","13.8","-"
"213",12,"Isaiah Likely",BAL,"TE26","167","267","217.5","28.7","-"
"214",12,"Pittsburgh Steelers",PIT,"DST14","207","234","217.8","8.1","-"
"215",12,"Nick Folk",NE,"K6","215","231","218.9","5.1","-"
"216",12,"Jelani Woods",IND,"TE27","144","282","220.9","43.9","-"
"217",12,"Ryan Tannehill",TEN,"QB24","193","284","221.6","34.1","-"
"218",12,"Gus Edwards",BAL,"RB65","162","272","221.7","29.2","-"
"219",12,"Younghoe Koo",ATL,"K7","215","249","222.5","10.6","-"
"220",12,"Isaiah McKenzie",BUF,"WR83","196","263","223.9","20.1","-"
"221",12,"Nyheim Hines",BUF,"RB66","176","308","225.2","43.8","-"
"222",12,"Taysom Hill",NO,"TE28","179","267","226.9","33.0","-"
"223",12,"Robbie Gould",FA,"K8","215","247","227.0","8.1","-"
"224",12,"Corey Davis",NYJ,"WR84","212","269","227.3","18.0","-"
"225",12,"Jason Sanders",MIA,"K9","221","239","227.8","6.1","-"
"226",12,"Los Angeles Chargers",LAC,"DST15","201","248","229.1","13.0","-"
"227",12,"Cleveland Browns",CLE,"DST16","213","253","229.4","11.5","-"
"228",12,"Ryan Succop",TB,"K10","215","253","230.0","10.9","-"
"229",12,"John Metchie III",HOU,"WR85","188","262","231.7","18.2","-"
"230",12,"Van Jefferson",LAR,"WR86","216","263","231.7","16.6","-"
"231",12,"Brandon McManus",DEN,"K11","221","249","231.8","7.0","-"
"232",12,"Washington Commanders",WAS,"DST17","207","303","232.1","28.2","-"
"233",12,"Indianapolis Colts",IND,"DST18","164","266","232.7","27.9","-"
"234",12,"Matt Gay",FA,"K12","204","253","238.3","14.7","-"
"235",13,"Zay Flowers",FA,"WR87","121","270","204.6","56.2","-"
"236",13,"Green Bay Packers",GB,"DST19","206","266","242.2","17.1","-"
"237",13,"Zack Moss",IND,"RB67","192","283","242.4","27.7","-"
"238",13,"Sterling Shepard",NYG,"WR88","205","311","242.6","29.5","-"
"239",13,"Matt Prater",ARI,"K13","218","275","243.6","13.9","-"
"240",13,"Cade Otton",TB,"TE29","209","267","246.3","14.8","-"
"241",13,"Irv Smith Jr.",FA,"TE30","209","282","247.5","22.2","-"
"242",13,"Jake Elliott",PHI,"K14","233","274","248.2","8.9","-"
"243",13,"Sam Howell",WAS,"QB25","193","334","248.3","43.3","-"
"244",13,"J.D. McKissic",FA,"RB68","177","353","249.2","52.1","-"
"245",13,"Bryce Young",FA,"QB26","126","323","216.1","57.9","-"
"246",13,"JaMycal Hasty",JAC,"RB69","198","289","250.0","27.2","-"
"247",13,"Julio Jones",FA,"WR89","226","304","250.1","27.4","-"
"248",13,"Marvin Jones Jr.",FA,"WR90","222","315","252.8","32.4","-"
"249",13,"Jordan Mason",SF,"RB70","227","310","253.4","20.0","-"
"250",13,"Richie James Jr.",FA,"WR91","186","363","253.8","37.2","-"
"251",13,"Devon Achane",FA,"RB71","117","318","221.9","75.6","-"
"252",13,"Miami Dolphins",MIA,"DST20","210","278","260.7","24.9","-"
"253",13,"Jason Myers",SEA,"K15","245","309","260.9","19.7","-"
"254",13,"Graham Gano",NYG,"K16","249","300","261.2","17.3","-"
"255",13,"Albert Okwuegbunam",DEN,"TE31","236","282","261.3","15.1","-"
"256",13,"Logan Thomas",WAS,"TE32","232","315","261.9","19.2","-"
"257",13,"Melvin Gordon III",FA,"RB72","189","377","253.6","43.5","-"
"258",13,"Kyren Williams",LAR,"RB73","198","325","263.8","37.0","-"
"259",13,"Hassan Haskins",TEN,"RB74","217","318","265.1","28.5","-"
"260",13,"Robert Tonyan",FA,"TE33","236","294","265.2","15.7","-"
"261",13,"Mack Hollins",FA,"WR92","212","306","266.1","27.2","-"
"262",13,"Josh Reynolds",DET,"WR93","240","315","266.4","25.6","-"
"263",13,"Josh Downs",FA,"WR94","173","301","237.8","49.3","-"
"264",13,"Jacksonville Jaguars",JAC,"DST21","211","330","268.3","30.6","-"
"265",13,"Tank Bigsby",FA,"RB75","127","327","226.8","81.1","-"
"266",13,"KJ Hamler",DEN,"WR95","243","364","272.3","28.2","-"
"267",13,"Tyrion Davis-Price",SF,"RB76","236","331","273.6","26.8","-"
